,Feature,Language,NPM,Family,Subfamily,Prob,Present
77,FINGERNAIL + FINGERNAIL OR TOENAIL,Portuguese,3.2470703125,Indo-European,Italic,0.8285714285714286,1
78,FINGERNAIL + FINGERNAIL OR TOENAIL,Romanian,6.34765625,Indo-European,Italic,0.8285714285714286,1
79,FINGERNAIL + FINGERNAIL OR TOENAIL,Russian,7.234375,Indo-European,Balto-Slavic,0.8285714285714286,1
80,FINGERNAIL + FINGERNAIL OR TOENAIL,Sakha,0.5,Turkic,North Siberian Turkic,0.8285714285714286,1
81,FINGERNAIL + FINGERNAIL OR TOENAIL,Northern Selkup,3.126953125,Uralic,Samoyedic,0.8285714285714286,1
82,FINGERNAIL + FINGERNAIL OR TOENAIL,Kildin Sami,5.8828125,Uralic,Saami,0.8285714285714286,1
83,FINGERNAIL + FINGERNAIL OR TOENAIL,Slovak,6.68359375,Indo-European,Balto-Slavic,0.8285714285714286,1
84,FINGERNAIL + FINGERNAIL OR TOENAIL,Slovene,5.701171875,Indo-European,Balto-Slavic,0.8285714285714286,0
85,FINGERNAIL + FINGERNAIL OR TOENAIL,Southern Sami,5.3984375,Uralic,Saami,0.8285714285714286,1
86,FINGERNAIL + FINGERNAIL OR TOENAIL,Northern Sami,5.3046875,Uralic,Saami,0.8285714285714286,1
87,FINGERNAIL + FINGERNAIL OR TOENAIL,Lule Sami,5.3046875,Uralic,Saami,0.8285714285714286,1
88,FINGERNAIL + FINGERNAIL OR TOENAIL,Inari Sami,5.3046875,Uralic,Saami,0.8285714285714286,1
89,FINGERNAIL + FINGERNAIL OR TOENAIL,Skolt Sami,5.4921875,Uralic,Saami,0.8285714285714286,1
90,FINGERNAIL + FINGERNAIL OR TOENAIL,Spanish,3.7021484375,Indo-European,Italic,0.8285714285714286,1
91,FINGERNAIL + FINGERNAIL OR TOENAIL,Standard Albanian,5.107421875,Indo-European,Albanian,0.8285714285714286,1
92,FINGERNAIL + FINGERNAIL OR TOENAIL,Swedish,6.3671875,Indo-European,Germanic,0.8285714285714286,0
93,FINGERNAIL + FINGERNAIL OR TOENAIL,Tamil,0.75,Dravidian,South Dravidian,0.8285714285714286,0
94,FINGERNAIL + FINGERNAIL OR TOENAIL,Tatar,6.3359375,Turkic,Kipchak,0.8285714285714286,1
95,FINGERNAIL + FINGERNAIL OR TOENAIL,Telugu,1.0,Dravidian,South Dravidian,0.8285714285714286,1
96,FINGERNAIL + FINGERNAIL OR TOENAIL,Turkish,4.669921875,Turkic,West Oghuz,0.8285714285714286,0
97,FINGERNAIL + FINGERNAIL OR TOENAIL,Udmurt,5.9140625,Uralic,Permian,0.8285714285714286,1
98,FINGERNAIL + FINGERNAIL OR TOENAIL,Ukrainian,6.27734375,Indo-European,Balto-Slavic,0.8285714285714286,1
99,FINGERNAIL + FINGERNAIL OR TOENAIL,Northern Uzbek,0.75,Turkic,Uzbek,0.8285714285714286,1
100,FINGERNAIL + FINGERNAIL OR TOENAIL,Veps,7.453125,Uralic,Finnic,0.8285714285714286,1
101,FINGERNAIL + FINGERNAIL OR TOENAIL,Kalmyk,6.25,Mongolic,Eastern Mongolic,0.8285714285714286,1
102,FINGERNAIL + FINGERNAIL OR TOENAIL,Northern Yukaghir,0.75,Yukaghir,Northern Yukaghir,0.8285714285714286,1
103,FINGERNAIL + FINGERNAIL OR TOENAIL,Tundra Nenets,4.01171875,Uralic,Samoyedic,0.8285714285714286,1
104,FINGERNAIL + FINGERNAIL OR TOENAIL,Southern Yukaghir,0.5,Yukaghir,Kolymic,0.8285714285714286,0
105,DO + MAKE,Abkhaz,4.0859375,Abkhaz-Adyge,Abkhaz-Abaza,0.5904761904761905,0
106,DO + MAKE,Adyghe,4.3359375,Abkhaz-Adyge,Circassian,0.5904761904761905,1
107,DO + MAKE,Hokkaido Ainu,0.125,Ainu,Hokkaido-Kuril Ainu,0.5904761904761905,0
108,DO + MAKE,Aleut,0.0,Eskimo-Aleut,Aleut,0.5904761904761905,0
109,DO + MAKE,Avar,3.8984375,Nakh-Daghestanian,Daghestanian,0.5904761904761905,1
110,DO + MAKE,North Azerbaijani,3.8984375,Turkic,West Oghuz,0.5904761904761905,1
111,DO + MAKE,Bashkir,3.74609375,Turkic,Kipchak,0.5904761904761905,1
112,DO + MAKE,Belarusian,5.140625,Indo-European,Balto-Slavic,0.5904761904761905,0
113,DO + MAKE,Bengali,0.0,Indo-European,Indo-Aryan,0.5904761904761905,0
114,DO + MAKE,Breton,3.57421875,Indo-European,Celtic,0.5904761904761905,1
115,DO + MAKE,Burushaski,0.75,Burushaski,Burushaski,0.5904761904761905,1
116,DO + MAKE,Buryat,0.75,Mongolic,Eastern Mongolic,0.5904761904761905,1
117,DO + MAKE,Bulgarian,4.09765625,Indo-European,Balto-Slavic,0.5904761904761905,0
118,DO + MAKE,Catalan,3.626953125,Indo-European,Italic,0.5904761904761905,1
119,DO + MAKE,Czech,4.6328125,Indo-European,Balto-Slavic,0.5904761904761905,0
120,DO + MAKE,Chechen,3.8984375,Nakh-Daghestanian,Nakh,0.5904761904761905,1
121,DO + MAKE,Chuvash,4.5234375,Turkic,Bolgar,0.5904761904761905,1
122,DO + MAKE,Chukchi,0.25,Chukotko-Kamchatkan,Chukotian,0.5904761904761905,0
123,DO + MAKE,Mandarin Chinese,0.5,Sino-Tibetan,Sinitic,0.5904761904761905,1
124,DO + MAKE,Welsh,3.62109375,Indo-European,Celtic,0.5904761904761905,1
125,DO + MAKE,Danish,4.765625,Indo-European,Germanic,0.5904761904761905,1
126,DO + MAKE,Dargwa,3.8984375,Nakh-Daghestanian,Daghestanian,0.5904761904761905,1
127,DO + MAKE,Tsez,3.6484375,Nakh-Daghestanian,Daghestanian,0.5904761904761905,0
128,DO + MAKE,German,4.5546875,Indo-European,Germanic,0.5904761904761905,0
129,DO + MAKE,Estonian,4.90625,Uralic,Finnic,0.5904761904761905,1
130,DO + MAKE,Modern Greek,3.48046875,Indo-European,Graeco-Phrygian,0.5904761904761905,1
131,DO + MAKE,Forest Enets,1.07421875,Uralic,Samoyedic,0.5904761904761905,0
132,DO + MAKE,English,3.6640625,Indo-European,Germanic,0.5904761904761905,0
133,DO + MAKE,Central Siberian Yupik,0.5,Eskimo-Aleut,Eskimo,0.5904761904761905,1
134,DO + MAKE,Basque,3.228515625,Basque,Basque,0.5904761904761905,1
135,DO + MAKE,Evenki,0.662109375,Tungusic,Northern Tungusic,0.5904761904761905,0
136,DO + MAKE,Finnish,5.171875,Uralic,Finnic,0.5904761904761905,1
137,DO + MAKE,French,4.33203125,Indo-European,Italic,0.5904761904761905,1
138,DO + MAKE,Nanai,0.25,Tungusic,Central Tungusic,0.5904761904761905,0
139,DO + MAKE,Irish,3.07421875,Indo-European,Celtic,0.5904761904761905,1
140,DO + MAKE,Modern Hebrew,2.384765625,Afro-Asiatic,Semitic,0.5904761904761905,0
141,DO + MAKE,Hindi,0.5,Indo-European,Indo-Aryan,0.5904761904761905,1
142,DO + MAKE,Croatian,3.87890625,Indo-European,Balto-Slavic,0.5904761904761905,0
143,DO + MAKE,Hungarian,4.3984375,Uralic,Hungarian,0.5904761904761905,1
144,DO + MAKE,Armenian,3.8984375,Indo-European,Armenic,0.5904761904761905,1
145,DO + MAKE,Icelandic,0.0,Indo-European,Germanic,0.5904761904761905,0
146,DO + MAKE,Italian,4.37890625,Indo-European,Italic,0.5904761904761905,1
147,DO + MAKE,Itelmen,0.0,Chukotko-Kamchatkan,Itelmen,0.5904761904761905,0
148,DO + MAKE,Japanese,0.25,Japonic,Japanesic,0.5904761904761905,0
149,DO + MAKE,Kalaallisut,0.5,Eskimo-Aleut,Eskimo,0.5904761904761905,1
150,DO + MAKE,Kannada,0.75,Dravidian,South Dravidian,0.5904761904761905,1
151,DO + MAKE,Georgian,4.0859375,Kartvelian,Georgian-Zan,0.5904761904761905,0
152,DO + MAKE,Kazakh,0.5,Turkic,Kipchak,0.5904761904761905,1
153,DO + MAKE,Northern Khanty,2.41796875,Uralic,Khantyic,0.5904761904761905,0
154,DO + MAKE,Ket,1.32421875,Yeniseian,Northern Yeniseian,0.5904761904761905,1
155,DO + MAKE,Khalkha Mongolian,0.75,Mongolic,Eastern Mongolic,0.5904761904761905,1
156,DO + MAKE,Northern Kurdish,3.76953125,Indo-European,Iranian,0.5904761904761905,1
157,DO + MAKE,Komi-Permyak,4.2734375,Uralic,Permian,0.5904761904761905,1
158,DO + MAKE,Korean,0.5,Koreanic,Korean,0.5904761904761905,1
159,DO + MAKE,Komi-Zyrian,3.171875,Uralic,Permian,0.5904761904761905,0
160,DO + MAKE,North Karelian,4.4375,Uralic,Finnic,0.5904761904761905,0
161,DO + MAKE,Latvian,5.359375,Indo-European,Balto-Slavic,0.5904761904761905,1
162,DO + MAKE,Lak,3.6484375,Nakh-Daghestanian,Daghestanian,0.5904761904761905,0
163,DO + MAKE,Lezgian,3.8984375,Nakh-Daghestanian,Daghestanian,0.5904761904761905,1
164,DO + MAKE,Lithuanian,5.328125,Indo-European,Balto-Slavic,0.5904761904761905,0
165,DO + MAKE,Livonian,5.078125,Uralic,Finnic,0.5904761904761905,1
166,DO + MAKE,Malayalam,0.5,Dravidian,South Dravidian,0.5904761904761905,0
167,DO + MAKE,Moksha,5.3359375,Uralic,Mordvin,0.5904761904761905,1
168,DO + MAKE,Meadow Mari,4.5546875,Uralic,Mari,0.5904761904761905,1
169,DO + MAKE,Manchu,0.5,Tungusic,Manchu-Jurchen,0.5904761904761905,1
170,DO + MAKE,Northern Mansi,2.66796875,Uralic,Mansic,0.5904761904761905,1
171,DO + MAKE,Hill Mari,4.7421875,Uralic,Mari,0.5904761904761905,1
172,DO + MAKE,Erzya,4.7578125,Uralic,Mordvin,0.5904761904761905,1
173,DO + MAKE,Nganasan,0.94921875,Uralic,Samoyedic,0.5904761904761905,0
174,DO + MAKE,Nivkh,0.125,Nivkh,Nivkh,0.5904761904761905,0
175,DO + MAKE,Dutch,4.0234375,Indo-European,Germanic,0.5904761904761905,0
176,DO + MAKE,Norwegian (Bokmål),4.453125,Indo-European,Germanic,0.5904761904761905,1
177,DO + MAKE,Olonets Karelian,5.453125,Uralic,Finnic,0.5904761904761905,1
178,DO + MAKE,Ossetian,3.6484375,Indo-European,Iranian,0.5904761904761905,0
179,DO + MAKE,Northern Pashto,0.75,Indo-European,Iranian,0.5904761904761905,1
180,DO + MAKE,Western Farsi,0.5,Indo-European,Iranian,0.5904761904761905,1
181,DO + MAKE,Polish,4.4453125,Indo-European,Balto-Slavic,0.5904761904761905,0
182,DO + MAKE,Portuguese,2.798828125,Indo-European,Italic,0.5904761904761905,1
183,DO + MAKE,Romanian,4.4609375,Indo-European,Italic,0.5904761904761905,1
184,DO + MAKE,Russian,5.078125,Indo-European,Balto-Slavic,0.5904761904761905,0
185,DO + MAKE,Sakha,0.0,Turkic,North Siberian Turkic,0.5904761904761905,0
186,DO + MAKE,Northern Selkup,1.396484375,Uralic,Samoyedic,0.5904761904761905,0
187,DO + MAKE,Kildin Sami,3.71875,Uralic,Saami,0.5904761904761905,0
188,DO + MAKE,Slovak,4.7265625,Indo-European,Balto-Slavic,0.5904761904761905,1
189,DO + MAKE,Slovene,4.12890625,Indo-European,Balto-Slavic,0.5904761904761905,0
190,DO + MAKE,Southern Sami,3.796875,Uralic,Saami,0.5904761904761905,0
191,DO + MAKE,Northern Sami,3.5625,Uralic,Saami,0.5904761904761905,1
192,DO + MAKE,Lule Sami,3.4453125,Uralic,Saami,0.5904761904761905,0
193,DO + MAKE,Inari Sami,3.3125,Uralic,Saami,0.5904761904761905,0
194,DO + MAKE,Skolt Sami,3.8125,Uralic,Saami,0.5904761904761905,1
195,DO + MAKE,Spanish,3.103515625,Indo-European,Italic,0.5904761904761905,1
196,DO + MAKE,Standard Albanian,3.81640625,Indo-European,Albanian,0.5904761904761905,1
197,DO + MAKE,Swedish,4.96875,Indo-European,Germanic,0.5904761904761905,1
198,DO + MAKE,Tamil,0.5,Dravidian,South Dravidian,0.5904761904761905,0
199,DO + MAKE,Tatar,4.5078125,Turkic,Kipchak,0.5904761904761905,0
200,DO + MAKE,Telugu,0.75,Dravidian,South Dravidian,0.5904761904761905,1
201,DO + MAKE,Turkish,3.76953125,Turkic,West Oghuz,0.5904761904761905,1
202,DO + MAKE,Udmurt,3.8984375,Uralic,Permian,0.5904761904761905,0
203,DO + MAKE,Ukrainian,4.0703125,Indo-European,Balto-Slavic,0.5904761904761905,0
204,DO + MAKE,Northern Uzbek,0.5,Turkic,Uzbek,0.5904761904761905,0
205,DO + MAKE,Veps,5.578125,Uralic,Finnic,0.5904761904761905,1
206,DO + MAKE,Kalmyk,4.7578125,Mongolic,Eastern Mongolic,0.5904761904761905,1
207,DO + MAKE,Northern Yukaghir,0.5,Yukaghir,Northern Yukaghir,0.5904761904761905,1
208,DO + MAKE,Tundra Nenets,1.8984375,Uralic,Samoyedic,0.5904761904761905,0
209,DO + MAKE,Southern Yukaghir,0.25,Yukaghir,Kolymic,0.5904761904761905,0
210,MONTH + MOON,Abkhaz,3.73046875,Abkhaz-Adyge,Abkhaz-Abaza,0.5523809523809524,0
211,MONTH + MOON,Adyghe,3.73046875,Abkhaz-Adyge,Circassian,0.5523809523809524,0
212,MONTH + MOON,Hokkaido Ainu,0.875,Ainu,Hokkaido-Kuril Ainu,0.5523809523809524,1
213,MONTH + MOON,Aleut,0.5,Eskimo-Aleut,Aleut,0.5523809523809524,1
214,MONTH + MOON,Avar,3.62109375,Nakh-Daghestanian,Daghestanian,0.5523809523809524,1
215,MONTH + MOON,North Azerbaijani,3.62109375,Turkic,West Oghuz,0.5523809523809524,1
216,MONTH + MOON,Bashkir,3.84375,Turkic,Kipchak,0.5523809523809524,1
217,MONTH + MOON,Belarusian,4.1953125,Indo-European,Balto-Slavic,0.5523809523809524,1
218,MONTH + MOON,Bengali,0.0,Indo-European,Indo-Aryan,0.5523809523809524,0
219,MONTH + MOON,Breton,1.189453125,Indo-European,Celtic,0.5523809523809524,0
220,MONTH + MOON,Burushaski,0.25,Burushaski,Burushaski,0.5523809523809524,0
221,MONTH + MOON,Buryat,0.25,Mongolic,Eastern Mongolic,0.5523809523809524,0
222,MONTH + MOON,Bulgarian,3.404296875,Indo-European,Balto-Slavic,0.5523809523809524,1
223,MONTH + MOON,Catalan,1.4052734375,Indo-European,Italic,0.5523809523809524,0
224,MONTH + MOON,Czech,3.63671875,Indo-European,Balto-Slavic,0.5523809523809524,1
225,MONTH + MOON,Chechen,3.62109375,Nakh-Daghestanian,Nakh,0.5523809523809524,1
226,MONTH + MOON,Chuvash,4.421875,Turkic,Bolgar,0.5523809523809524,1
227,MONTH + MOON,Chukchi,1.0,Chukotko-Kamchatkan,Chukotian,0.5523809523809524,1
228,MONTH + MOON,Mandarin Chinese,0.0,Sino-Tibetan,Sinitic,0.5523809523809524,0
229,MONTH + MOON,Welsh,1.470703125,Indo-European,Celtic,0.5523809523809524,0
230,MONTH + MOON,Danish,3.3359375,Indo-European,Germanic,0.5523809523809524,0
231,MONTH + MOON,Dargwa,3.37109375,Nakh-Daghestanian,Daghestanian,0.5523809523809524,0
232,MONTH + MOON,Tsez,3.62109375,Nakh-Daghestanian,Daghestanian,0.5523809523809524,1
233,MONTH + MOON,German,2.94140625,Indo-European,Germanic,0.5523809523809524,0
234,MONTH + MOON,Estonian,4.1171875,Uralic,Finnic,0.5523809523809524,1
235,MONTH + MOON,Modern Greek,2.650390625,Indo-European,Graeco-Phrygian,0.5523809523809524,0
236,MONTH + MOON,Forest Enets,2.6328125,Uralic,Samoyedic,0.5523809523809524,1
237,MONTH + MOON,English,1.79296875,Indo-European,Germanic,0.5523809523809524,0
238,MONTH + MOON,Central Siberian Yupik,0.5,Eskimo-Aleut,Eskimo,0.5523809523809524,1
239,MONTH + MOON,Basque,1.0615234375,Basque,Basque,0.5523809523809524,0
240,MONTH + MOON,Evenki,1.87890625,Tungusic,Northern Tungusic,0.5523809523809524,1
241,MONTH + MOON,Finnish,4.265625,Uralic,Finnic,0.5523809523809524,0
242,MONTH + MOON,French,2.123046875,Indo-European,Italic,0.5523809523809524,0
243,MONTH + MOON,Nanai,1.0,Tungusic,Central Tungusic,0.5523809523809524,1
244,MONTH + MOON,Irish,1.189453125,Indo-European,Celtic,0.5523809523809524,0
245,MONTH + MOON,Modern Hebrew,1.9755859375,Afro-Asiatic,Semitic,0.5523809523809524,0
246,MONTH + MOON,Hindi,0.0,Indo-European,Indo-Aryan,0.5523809523809524,0
247,MONTH + MOON,Croatian,3.123046875,Indo-European,Balto-Slavic,0.5523809523809524,1
248,MONTH + MOON,Hungarian,3.36328125,Uralic,Hungarian,0.5523809523809524,0
249,MONTH + MOON,Armenian,3.37109375,Indo-European,Armenic,0.5523809523809524,0
250,MONTH + MOON,Icelandic,0.0,Indo-European,Germanic,0.5523809523809524,0
251,MONTH + MOON,Italian,2.779296875,Indo-European,Italic,0.5523809523809524,0
252,MONTH + MOON,Itelmen,0.5,Chukotko-Kamchatkan,Itelmen,0.5523809523809524,1
253,MONTH + MOON,Japanese,0.75,Japonic,Japanesic,0.5523809523809524,1
254,MONTH + MOON,Kalaallisut,0.5,Eskimo-Aleut,Eskimo,0.5523809523809524,1
255,MONTH + MOON,Kannada,0.0,Dravidian,South Dravidian,0.5523809523809524,0
256,MONTH + MOON,Georgian,3.73046875,Kartvelian,Georgian-Zan,0.5523809523809524,0
257,MONTH + MOON,Kazakh,0.5,Turkic,Kipchak,0.5523809523809524,1
258,MONTH + MOON,Northern Khanty,3.765625,Uralic,Khantyic,0.5523809523809524,1
259,MONTH + MOON,Ket,2.6328125,Yeniseian,Northern Yeniseian,0.5523809523809524,1
260,MONTH + MOON,Khalkha Mongolian,0.5,Mongolic,Eastern Mongolic,0.5523809523809524,1
261,MONTH + MOON,Northern Kurdish,3.130859375,Indo-European,Iranian,0.5523809523809524,0
262,MONTH + MOON,Komi-Permyak,4.5625,Uralic,Permian,0.5523809523809524,0
